id,bookid,title,authors,average_rating,language_code,num_pages,author_name,author_gender,author_average_rating,birthplace,genre_1,genre_2,pages,publish_date,score
9019,29044,The Secret History,Donna Tartt,4.09,eng,559,Donna Tartt ,female,3.93,United States,Fiction,Mystery,559,1992,1561
9024,29059,Choke,Chuck Palahniuk,3.69,eng,293,Chuck Palahniuk ,male,3.83,United States,Fiction,Contemporary,293,May 22nd 2001,858
9038,29123,England's Mistress: The Infamous Life of Emma Hamilton,Kate Williams,3.88,eng,415,Kate Williams ,female,3.63,United Kingdom,History,Biography,480,June 2nd 2005,1837
9044,29135,The Barbed Coil,J.V. Jones,3.91,eng,667,J.V. Jones ,male,3.91,United Kingdom,Fantasy,Fiction,667,1997,562
9071,29209,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,4.08,eng,291,James McBride ,male,4.02,United States,Nonfiction,Autobiography,291,January 23rd 1996,1169
9103,29386,Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History,Giles Milton,3.83,eng,388,Giles Milton ,male,3.89,United Kingdom,History,Nonfiction,388,March 4th 1999,299
9123,29474,You Remind Me of You: A Poetry Memoir,Eireann Corrigan,3.93,eng,128,Eireann Corrigan ,female,3.49,United States,Poetry,Autobiography,128,January 1st 2002,677
9126,29486,Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody,3.54,en-US,212,Diablo Cody ,female,3.58,United States,Nonfiction,Autobiography,212,December 29th 2005,1444
9131,29497,Demon Diary  Volume 01,Kara-Lee Chi-Hyong,3.96,eng,192,Kara ,male,4.07,Republic of,Sequential Art,Fantasy,192,September 2000,3165
9135,29501,The End of Faith: Religion  Terror  and the Future of Reason,Sam Harris,3.94,en-US,348,Sam Harris ,male,3.94,United States,Religion,Nonfiction,348,2004,815
9181,29641,The End of the Affair,Graham Greene-Monica Ali,3.94,eng,160,Graham Greene ,male,3.89,United Kingdom,Fiction,Classics,192,1951,2467
9205,29800,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,4.16,eng,168,Bryan Lee O'Malley ,male,4.18,Canada,Sequential Art,Sequential Art,168,2004,10312
9219,29898,The Wars,Timothy Findley,3.87,eng,218,Timothy Findley ,male,3.86,Canada,Fiction,Historical,218,1977,680
9227,29917,The Rising Tide (World War II: 1939-1945  #1),Jeff Shaara,4.10,eng,576,Jeff Shaara ,male,4.16,United States,Historical,Fiction,576,2006,1314
9239,29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,eng,144,Richard Bach ,male,3.89,United States,Fiction,Philosophy,144,1977,3447
9243,29960,Winter of Magic's Return,Pamela F. Service,4.25,eng,194,Pamela F. Service ,female,3.93,United States,Fantasy,Young Adult,194,September 1st 1985,507
9256,29999,The Maltese Falcon,Dashiell Hammett,3.91,eng,213,Dashiell Hammett ,male,3.95,United States,Mystery,Fiction,213,1930,1216
9269,30036,Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,eng,181,Michael Moorcock ,male,3.94,United Kingdom,Fantasy,Fiction,181,1972,3622
9272,30043,A River Runs Through it and Other Stories,Norman Maclean-Annie Proulx,4.18,eng,217,Norman Maclean ,male,4.16,United States,Fiction,Short Stories,217,1976,458
9284,30072,The Brief History of the Dead,Kevin Brockmeier,3.67,eng,252,Kevin Brockmeier ,male,3.66,United States,Fiction,Fantasy,252,February 14th 2006,457
9294,30106,The Swimming-Pool Library,Alan Hollinghurst,3.78,eng,352,Alan Hollinghurst ,male,3.63,United Kingdom,Fiction,Lgbt,352,February 22nd 1988,6465
9300,30119,Where the Sidewalk Ends,Shel Silverstein,4.30,eng,176,Shel Silverstein ,male,4.33,United States,Poetry,Childrens,176,1974,14688
9320,30183,Marked (House of Night  #1),P.C. Cast-Kristin Cast,3.80,eng,306,P.C. Cast ,female,3.94,United States,Young Adult,Paranormal,348,May 1st 2007,1536
9334,30220,Like a Velvet Glove Cast in Iron,Daniel Clowes,4.07,eng,200,Daniel Clowes ,male,3.85,United States,Sequential Art,Sequential Art,200,1993,1082
9337,30225,The Harlequin (Anita Blake  Vampire Hunter #15),Laurell K. Hamilton,3.91,en-US,422,Laurell K. Hamilton ,female,3.99,United States,Fantasy,Paranormal,422,2007,6172
9347,30240,A Caress of Twilight (Merry Gentry  #2),Laurell K. Hamilton,4.05,en-US,348,Laurell K. Hamilton ,female,3.99,United States,Fantasy,Fantasy,348,March 1st 2002,636
9154,29579,Foundation (Foundation #1),Isaac Asimov,4.16,eng,244,Isaac Asimov ,male,4.15,Russia,Science Fiction,Fiction,244,1951,8691
9364,30264,Dead Witch Walking (The Hollows  #1),Kim Harrison,4.04,en-US,416,Kim Harrison ,female,4.22,United States,Fantasy,Fantasy,416,April 1st 2004,1997
9370,30274,Circus of the Damned (Anita Blake  Vampire Hunter  #3),Laurell K. Hamilton,4.17,eng,320,Laurell K. Hamilton ,female,3.99,United States,Fantasy,Paranormal,320,1995,1509
9380,30289,The Republic,Plato-Desmond Lee,3.93,eng,416,Plato ,male,4,Greece,Philosophy,Classics,416,-380,8375
9396,30324,Blood and Chocolate,Annette Curtis Klause,3.77,en-US,264,Annette Curtis Klause ,female,3.75,United Kingdom,Young Adult,Fantasy,272,1997,829
9399,30334,Hawksong (The Kiesha'ra  #1),Amelia Atwater-Rhodes,4.16,eng,243,Amelia Atwater-Rhodes ,male,3.98,United States,Fantasy,Young Adult,243,July 8th 2003,5568
9454,30437,Texas! Lucky (Texas! Tyler Family Saga  #1),Sandra Brown,3.86,eng,336,Sandra Brown ,female,3.9,United States,Romance,Romance,336,1990,1542
9457,30474,The Communist Manifesto,Karl Marx-Friedrich Engels-Gareth Stedman Jones,3.54,eng,288,Karl Marx ,male,3.72,Germany,Philosophy,Nonfiction,288,February 21st 1848,9132
9467,30512,Paddy Clarke Ha Ha Ha,Roddy Doyle,3.75,eng,307,Roddy Doyle ,male,3.79,Ireland,Fiction,Cultural,307,1993,6818
9497,30597,The Hunchback of Notre-Dame,Victor Hugo-Walter J. Cobb,3.99,eng,510,Victor Hugo ,male,4.12,France,Classics,Fiction,510,January 14th 1831,8370
9519,30659,Meditations,Marcus Aurelius-Martin Hammond-Diskin Clay,4.23,eng,303,Marcus Aurelius ,male,4.22,Italy,Philosophy,Classics,99,180,833
9523,30672,Darkness at Noon,Arthur Koestler-Daphne Hardy-Pınar Kür,4.05,eng,216,Arthur Koestler ,male,4.04,Hungary,Fiction,Classics,216,1940,1110
9539,30735,The Complete Essays,Michel de Montaigne-M.A. Screech,4.23,eng,1344,Michel de Montaigne ,male,4.15,France,Philosophy,Classics,1344,1572,2938
9556,30842,Riot,Shashi Tharoor,3.70,eng,272,Shashi Tharoor ,male,3.83,United Kingdom,Fiction,Cultural,272,September 10th 2001,835
9568,30919,Scoop,Evelyn Waugh,3.85,eng,222,Evelyn Waugh ,male,3.93,United Kingdom,Fiction,Classics,222,1938,1223
9573,30933,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,4.00,eng,351,Evelyn Waugh ,male,3.93,United Kingdom,Classics,Fiction,351,1945,1307
9582,30966,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri-Stephen Sartarelli,4.06,eng,272,Andrea Camilleri ,male,3.88,Italy,Mystery,Mystery,272,2003,270
9607,31072,Under the Volcano,Malcolm Lowry,3.79,eng,397,Malcolm Lowry ,male,3.8,United Kingdom,Fiction,Classics,397,1947,1079
9624,31101,Mr. Maybe,Jane Green,3.44,eng,368,Jane Green ,female,3.59,United Kingdom,Womens Fiction,Fiction,368,1999,7069
9636,31122,I Capture the Castle,Dodie Smith,4.00,eng,343,Dodie Smith ,female,4.02,United Kingdom,Fiction,Classics,343,1948,975
9655,31186,Patience & Sarah,Isabel Miller-Emma Donoghue,3.91,en-US,225,Isabel Miller ,female,3.87,United States,Lgbt,Historical,225,1969,4239
9710,31338,Memnoch the Devil (The Vampire Chronicles  #5),Anne Rice,3.74,eng,354,Anne Rice ,female,3.88,United States,Horror,Fantasy,354,July 3rd 1995,742
9714,31343,Pandora (New Tales of the Vampires  #1),Anne Rice,3.75,spa,383,Anne Rice ,female,3.88,United States,Paranormal,Horror,383,January 1st 1998,9374
9734,31374,A Great Deliverance (Inspector Lynley  #1),Elizabeth  George,4.05,eng,413,Elizabeth  George ,female,3.97,United States,Mystery,Fiction,413,1988,9590
9757,31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.17,eng,294,Lawrence Block ,male,3.87,United States,Mystery,Mystery,294,1991,886
9764,31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,eng,352,Richard Dawkins ,male,4.01,Kenya,Science,Nonfiction,352,1998,2354
9775,31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran-Sandra Blakeslee-Oliver Sacks,4.25,eng,352,V.S. Ramachandran ,male,4.15,India,Science,Psychology,352,1998,1575
9787,31624,The Complete Works of O. Henry,O. Henry-Harry Hansen,4.33,eng,1692,O. Henry ,male,4.08,United States,Classics,Fiction,1692,1937,690
9849,31862,Discourse on Method and Meditations on First Philosophy,René Descartes-Donald A. Cress,3.70,eng,103,René Descartes ,male,3.71,France,Philosophy,Nonfiction,103,1637,2902
9884,31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon-John Cassaday,4.17,eng,152,Joss Whedon ,male,4.07,United States,Sequential Art,Sequential Art,152,December 15th 2004,3624
9887,31983,X/1999  Volume 01: Prelude,CLAMP,3.95,eng,200,CLAMP ,female,4.18,Japan,Sequential Art,Fantasy,200,July 29th 1992,5277
9911,32081,Albion's Seed: Four British Folkways in America (America: A Cultural History  Vol. I),David Hackett Fischer,4.31,eng,972,David Hackett Fischer ,male,4.13,"",History,Nonfiction,972,by,2767
9976,32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,en-US,304,Robert M. Sapolsky ,male,4.22,United States,Nonfiction,Science,304,2001,489
9995,32370,Dry,Augusten Burroughs,4.02,eng,293,Augusten Burroughs ,male,3.8,United States,Autobiography,Nonfiction,293,January 1st 2003,3095
10009,32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.75,eng,564,Thomas   Harris ,male,4.05,United States,Horror,Fiction,564,June 8th 1999,4778
10018,32430,The Bad Place,Dean R. Koontz,3.89,eng,427,Dean R. Koontz ,male,3.7,United States,Horror,Fiction,427,January 1st 1989,3881
10025,32439,Intensity,Dean Koontz,4.04,eng,436,Dean Koontz ,male,3.92,United States,Horror,Fiction,436,1987,292
10039,32499,The Pelican Brief,John Grisham-Джон Гришэм,3.98,eng,400,John Grisham ,male,3.89,United States,Fiction,Mystery,400,1992,27347
10042,32502,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #8),Michael Connelly,4.16,eng,454,Michael Connelly ,male,4.13,United States,Mystery,Fiction,454,January 28th 1999,4226
10045,32506,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.20,eng,510,Michael Connelly ,male,4.13,United States,Mystery,Mystery,510,January 28th 1996,2143
10047,32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.10,eng,482,Michael Connelly ,male,4.13,United States,Mystery,Fiction,482,1992,15861
10062,32532,On Becoming a Novelist,John Gardner-Raymond Carver,4.11,eng,150,John Gardner ,male,3.8,United States,Language,Nonfiction,150,1983,348
10080,32585,Hunger,Knut Hamsun-George Egerton,4.06,eng,134,Knut Hamsun ,male,4.03,Norway,Fiction,Classics,134,1890,373
10092,32628,The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,eng,658,Clive Barker ,male,4.09,United Kingdom,Horror,Fantasy,658,August 7th 1989,2068
10095,32638,The Thief of Always,Clive Barker,4.19,eng,225,Clive Barker ,male,4.09,United Kingdom,Fantasy,Horror,225,1992,670
10174,32929,Goodnight Moon,Margaret Wise Brown-Clement Hurd,4.27,eng,32,Margaret Wise Brown ,female,4.22,United States,Childrens,Childrens,32,September 3rd 1947,15521
10182,32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.48,en-GB,190,Audre Lorde ,female,4.35,United States,Feminism,Nonfiction,190,1984,623
10190,32974,Nancy Drew: #1-6 [Box Set],Carolyn Keene,4.25,eng,0,Carolyn Keene ,female,3.91,"",Mystery,Young Adult,0,1930,5693
10194,32979,The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene-Russell H. Tandy-Sara Paretsky,3.99,eng,210,Carolyn Keene ,female,3.91,"",Mystery,Young Adult,210,1930,1166
10263,33297,The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,3.95,eng,256,Desmond Morris ,male,3.95,United Kingdom,Science,Nonfiction,256,1967,2159
10266,33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.06,eng,312,Anthony Bourdain ,male,3.97,United States,Nonfiction,Food and Drink,312,May 22nd 2000,1464
10274,33356,Jennifer Government,Max Barry,3.66,eng,352,Max Barry ,male,3.81,Australia,Fiction,Science Fiction,321,October 17th 2002,1104
10275,33363,Mama Day,Gloria Naylor,4.17,eng,312,Gloria Naylor ,female,4.12,United States,Fiction,Magical Realism,312,1988,2620
10282,33418,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,4.18,eng,361,Michio Kaku ,male,4.1,United States,Science,Nonfiction,361,2004,2532
10296,33453,You Suck (A Love Story  #2),Christopher Moore,3.83,eng,328,Christopher Moore ,male,3.96,United States,Humor,Fiction,328,2007,1091
10297,33454,Bloodsucking Fiends (A Love Story  #1),Christopher Moore,3.94,eng,300,Christopher Moore ,male,3.96,United States,Humor,Fiction,300,September 1st 1995,1401
10325,33514,The Elements of Style,William Strunk Jr.-E.B. White,4.20,en-US,128,William Strunk Jr. ,male,4.2,"",Language,Nonfiction,105,1918,4452
10342,33555,What Dreams May Come,Richard Matheson,3.95,eng,288,Richard Matheson ,male,3.97,United States,Fiction,Fantasy,288,September 1978,669
10356,33609,Katherine,Anya Seton-Philippa Gregory,4.19,eng,500,Anya Seton ,female,4.05,United States,Historical,Fiction,500,1954,3059
10380,33724,Can You Keep a Secret?,Sophie Kinsella,3.84,eng,374,Sophie Kinsella ,female,3.74,United Kingdom,Womens Fiction,Romance,374,2001,11946
10382,33727,Welcome to Temptation (Dempseys  #1),Jennifer Crusie,3.95,eng,416,Jennifer Crusie ,female,3.8,United States,Romance,Womens Fiction,416,May 15th 1996,4256
10406,33808,The Lion's Game (John Corey  #2),Nelson DeMille,4.18,eng,720,Nelson DeMille ,male,4.02,United States,Fiction,Thriller,720,January 6th 2000,1075
10433,33906,Story of a Girl,Sara Zarr,3.67,eng,192,Sara Zarr ,female,3.71,United States,Young Adult,Realistic Fiction,192,2007,1797
10462,34053,Just So Stories,Rudyard Kipling,4.09,eng,210,Rudyard Kipling ,male,3.94,India,Classics,Fiction,210,1902,849
10501,34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry-Ridley Pearson-Greg Call,4.03,eng,452,Dave Barry ,male,3.98,United States,Fantasy,Young Adult,452,January 9th 2004,889
10538,34440,Doctor Faustus,Thomas Mann-John E. Woods,4.08,eng,535,Thomas Mann ,male,3.94,Germany,Fiction,Classics,672,1947,1016
10550,34473,In Praise of Shadows,Jun'ichirō Tanizaki-Edward G. Seidensticker-Thomas J. Harper-Charles Moore,4.10,eng,56,Jun'ichirō Tanizaki ,male,3.84,Japan,Nonfiction,Cultural,48,1933,573
10552,34484,Small Gods (Discworld  #13),Terry Pratchett,4.29,eng,400,Terry Pratchett ,male,4.15,United Kingdom,Fiction,Humor,400,1992,4295
10558,34497,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,3.99,eng,228,Terry Pratchett ,male,4.15,United Kingdom,Fantasy,Fiction,228,1983,1087
10567,34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.02,eng,228,Terry Pratchett ,male,4.15,United Kingdom,Fantasy,Fiction,283,1987,1438
10586,34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.15,eng,296,Terry Pratchett ,male,4.15,United Kingdom,Fantasy,Fiction,296,1998,7807
10591,34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.00,eng,344,Bruce Campbell ,male,3.94,United States,Nonfiction,Biography,344,2001,827
10598,34601,Snow Treasure,Marie McSwigan-Mary Reardon,3.97,eng,208,Marie McSwigan ,female,3.97,United States,Historical,Childrens,208,1942,991
10614,34687,Koko's Kitten,Francine Patterson-Ronald H. Cohn,4.30,eng,32,Francine Patterson ,male,4.27,United States,Nonfiction,Animals,32,1985,689
10617,34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,eng,240,Robert Fulghum ,male,4.05,United States,Nonfiction,Classics,240,1986,1038
10647,34898,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,4.10,eng,96,Ruth Stiles Gannett ,female,4.11,United States,Fantasy,Childrens,96,1948,744
10651,34908,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,3.87,en-US,326,James A. Owen ,male,4.02,"",Fantasy,Young Adult,326,2006,675
10698,35100,Battle Cry of Freedom,James M. McPherson,4.34,eng,867,James M. McPherson ,male,4.2,United States,History,Nonfiction,867,1988,6729
10709,35125,Alien,Alan Dean Foster,4.09,eng,270,Alan Dean Foster ,male,3.82,United States,Science Fiction,Horror,270,1979,2727
10730,35206,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa-Jay Rubin-Haruki Murakami-Yoshihiro Tatsumi,4.13,eng,268,Ryūnosuke Akutagawa ,male,4.03,Japan,Short Stories,Fiction,268,1927,8871
10733,35220,The Red Badge of Courage,Stephen Crane,3.23,eng,170,Stephen Crane ,male,3.4,United States,Classics,Fiction,170,1895,8094
10100,32650,The Return of the Native,Thomas Hardy-Alexander Theroux,3.85,eng,448,Thomas Hardy ,male,3.84,United Kingdom,Classics,Fiction,448,1878,1155
10736,35231,Lord of Chaos (Wheel of Time  #6),Robert Jordan,4.12,eng,1011,Robert Jordan ,male,4.18,United States,Fantasy,Fiction,1011,October 15th 1994,2790
10768,35349,She Who Remembers (Kwani  #1),Linda Lay Shuler,4.03,eng,496,Linda Lay Shuler ,male,4.08,United States,Historical,Fiction,496,1988,1094
10797,35434,The Star Wars Trilogy,George Lucas-Donald F. Glut-James Kahn,4.25,eng,705,George Lucas ,male,3.97,United States,Media Tie In,Science Fiction,705,1976,4937
10823,35488,Cash,Johnny Cash-Patrick   Carr,4.07,eng,310,Johnny Cash ,male,4.07,United States,Music,Biography,310,1997,623
10827,35514,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell-David Kudler,4.42,eng,224,Joseph Campbell ,male,4.3,United States,Fantasy,Nonfiction,224,May 2003,2194
10854,35729,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,4.35,eng,441,J.R. Ward ,female,4.3,United States,Romance,Fantasy,441,2005,10001
10858,35743,The Tin Drum,Günter Grass-Ralph Manheim,3.96,eng,580,Günter Grass ,male,3.83,Poland,Fiction,Classics,563,1959,700
10890,35870,Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,4.18,eng,350,Masamune Shirow ,male,4.04,Japan,Sequential Art,Sequential Art,350,1989,2291
10903,35921,On Basilisk Station (Honor Harrington  #1),David Weber,4.13,eng,458,David Weber ,male,4.13,United States,Science Fiction,Space,458,April 1992,2216
10917,35997,Clear Light of Day,Anita Desai,3.68,eng,183,Anita Desai ,male,3.53,India,Fiction,Cultural,183,1980,865
10932,36071,First Things First,Stephen R. Covey-A. Roger Merrill-Rebecca R. Merrill,4.09,eng,384,Stephen R. Covey ,male,4.07,United States,Self Help,Business,384,September 1st 1993,3477
10933,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey-Jim Collins,4.09,eng,372,Stephen R. Covey ,male,4.07,United States,Nonfiction,Self Help,372,1989,1532
10935,36076,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,3.98,en-US,384,Stephen M.R. Covey ,male,3.97,"",Business,Leadership,384,January 1st 2006,765
10937,36086,The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science  Cities  and the Modern World,Steven Johnson,3.91,eng,299,Steven Johnson ,male,3.91,United States,Nonfiction,History,299,October 19th 2006,695
10943,36157,Feast of Souls (The Magister Trilogy  #1),C.S. Friedman,3.89,en-US,464,C.S. Friedman ,male,4,"",Fantasy,Fiction,564,2007,667
10945,36159,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,3.93,en-US,496,C.S. Friedman ,male,4,"",Fantasy,Science Fiction,496,1991,2741
10948,36162,This Alien Shore,C.S. Friedman,4.04,en-US,564,C.S. Friedman ,male,4,"",Science Fiction,Fiction,564,1998,1625
10972,36313,Tales,H.P. Lovecraft-Peter Straub,4.34,eng,838,H.P. Lovecraft ,male,4.08,United States,Horror,Fiction,838,2005,564
10982,36336,Patience  Princess Catherine (Young Royals  #4),Carolyn Meyer,3.79,en-US,208,Carolyn Meyer ,female,3.77,United States,Historical,Young Adult,208,May 1st 2004,2992
11011,36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,4.00,eng,158,Frederick Douglass ,male,4.05,United States,Nonfiction,History,158,1845,1812
11021,36567,Cold As Ice (Ice  #2),Anne Stuart,3.81,eng,360,Anne Stuart ,female,3.76,"",Romance,Romance,360,2006,1768
11073,37034,The Woman in Black,Susan Hill-John Lawrence,3.70,eng,138,Susan Hill ,female,3.7,United Kingdom,Horror,Fiction,138,October 10th 1983,1616
11100,37095,The Shell Seekers,Rosamunde Pilcher,4.15,eng,530,Rosamunde Pilcher ,female,4.08,United Kingdom,Fiction,Romance,530,1987,1644
11130,37264,Good-Bye  Chunky Rice,Craig Thompson,3.80,eng,125,Craig Thompson ,male,4.05,United States,Sequential Art,Sequential Art,125,1999,4760
11142,37301,Rules of Prey (Lucas Davenport  #1),John Sandford,4.12,eng,479,John Sandford ,male,4.16,United States,Mystery,Fiction,479,1989,7847
11158,37347,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,3.66,en-US,283,Melissa Kantor ,male,3.73,"",Young Adult,Romance,283,August 26th 2005,285
11168,37380,The Heart Is a Lonely Hunter,Carson McCullers,3.98,eng,359,Carson McCullers ,female,3.95,United States,Fiction,Classics,359,1940,2900
11177,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.90,eng,219,Zora Neale Hurston ,female,3.92,United States,Classics,Fiction,219,1937,1306
11181,37426,Little Children,Tom Perrotta,3.62,eng,355,Tom Perrotta ,male,3.47,United States,Fiction,Contemporary,355,January 1st 2004,1311
11182,37434,Dale Loves Sophie to Death,Robb Forman Dew,3.24,en-US,256,Robb Forman Dew ,female,3.07,United States,Fiction,Novels,256,January 1st 1981,274
11183,37435,The Secret Life of Bees,Sue Monk Kidd,4.04,eng,302,Sue Monk Kidd ,female,4.01,United States,Fiction,Historical,336,November 8th 2001,2340
11185,37442,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years  #1),Gregory Maguire-Douglas Smith,3.53,eng,406,Gregory Maguire ,male,3.52,United States,Fantasy,Fiction,406,1995,2026
11191,37470,The Other Boleyn Girl (The Plantagenet and Tudor Novels  #9),Philippa Gregory,4.05,eng,661,Philippa Gregory ,female,3.9,Kenya,Historical,Fiction,661,2001,959
11241,37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping-Zoe Coulson,4.36,eng,512,Good Housekeeping ,male,3.88,United Kingdom,Food and Drink,Food and Drink,512,1973,1668
11242,37638,Evelina,Fanny Burney-Edward A. Bloom,3.66,eng,455,Fanny Burney ,female,3.69,United Kingdom,Classics,Fiction,455,1778,2565
11254,37684,The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram-C.S. Lewis-Tudor Humphries,4.19,eng,48,Hiawyn Oram ,male,4.11,South Africa,Fantasy,Classics,48,2004,5927
11267,37732,Are You There God? It's Me  Margaret,Judy Blume,3.90,eng,149,Judy Blume ,female,3.87,United States,Young Adult,Fiction,149,1970,1024
11273,37741,Tales of a Fourth Grade Nothing (Fudge  #1),Judy Blume,4.10,eng,144,Judy Blume ,female,3.87,United States,Childrens,Fiction,144,1972,3894
11287,37793,A Doll's House,Henrik Ibsen-Michael   Meyer,3.71,eng,122,Henrik Ibsen ,male,3.77,Norway,Plays,Classics,122,1879,2398
11355,38155,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.30,eng,1024,Orlando Figes ,male,4.15,United Kingdom,History,Cultural,1024,August 26th 1996,3205
11356,38169,Alas  Babylon,Pat Frank,4.07,eng,323,Pat Frank ,male,4.07,United States,Fiction,Science Fiction,323,1959,1084
11361,38180,On the Beach,Nevil Shute,3.93,eng,296,Nevil Shute ,male,4.04,United Kingdom,Fiction,Science Fiction,296,July 1957,5536
11363,38210,The Art of Happiness,Dalai Lama XIV-Howard C. Cutler,4.16,eng,336,Dalai Lama XIV ,male,4.19,Tibet,Nonfiction,Spirituality,224,1998,1224
11366,38215,Lovingkindness: The Revolutionary Art of Happiness,Sharon Salzberg-Jon Kabat-Zinn,4.26,eng,256,Sharon Salzberg ,female,4.19,United States,Religion,Spirituality,256,January 1st 1995,898
11384,38296,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.70,eng,410,James Fenimore Cooper ,male,3.7,United States,Classics,Fiction,410,1826,12286
11391,38333,Black Hole,Charles Burns,3.83,eng,368,Charles Burns ,male,3.85,"",Sequential Art,Sequential Art,368,1995,758
11402,38379,Ring (Ring  #1),Kōji Suzuki-Robert B. Rohmer-Glynne Walley,3.82,eng,282,Kōji Suzuki ,male,3.75,Japan,Horror,Fiction,282,1991,770
11408,38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,4.24,eng,315,Simon Singh ,male,4.2,United Kingdom,Science,Nonfiction,315,September 8th 1997,2005
11410,38418,Baby-Sitters Club Boxed Set #1 (The Baby-Sitters Club  #1-4),Ann M. Martin,3.85,en-US,0,Ann M. Martin ,female,3.83,United States,Childrens,Young Adult,0,1986,361
11418,38447,The Handmaid's Tale,Margaret Atwood,4.09,eng,344,Margaret Atwood ,female,4,Canada,Fiction,Classics,344,1985,692
11446,38529,Bite Me If You Can (Argeneau #6),Lynsay Sands,4.27,eng,384,Lynsay Sands ,female,4.12,Canada,Romance,Romance,384,2007,2709
11461,38564,Boys that Bite (Blood Coven Vampire  #1),Mari Mancusi,3.68,en-US,272,Mari Mancusi ,female,3.87,United States,Paranormal,Young Adult,272,2006,1587
11462,38568,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,eng,360,Lynsay Sands ,female,4.12,Canada,Paranormal,Romance,360,January 1st 2005,1158
11497,38709,Holes (Holes  #1),Louis Sachar,3.95,eng,233,Louis Sachar ,male,3.97,United States,Young Adult,Fiction,233,August 20th 1998,1011
11502,38736,James Herriot's Dog Stories,James Herriot-Victor G. Ambrus,4.40,eng,464,James Herriot ,male,4.34,United Kingdom,Animals,Nonfiction,464,January 1st 1986,1755
11503,38737,The Real James Herriot: A Memoir of My Father,Jim Wight,4.20,en-US,371,Jim Wight ,male,4.22,United Kingdom,Biography,Nonfiction,371,January 1st 1999,1113
11519,38787,Pedro Páramo,Juan Rulfo-Margaret Sayers Peden-Susan Sontag,4.05,eng,128,Juan Rulfo ,male,4.1,Mexico,Fiction,Magical Realism,128,1955,2474
11529,38855,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,4.09,eng,406,Tony Horwitz ,male,4,United States,Military History,History,406,March 3rd 1998,2441
